StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-24 14:29:01,2024-06-24 14:39:00,IP Address,45.162.48.214,100,599,True,2024-06-24 14:39:01,R_6tlardoOcfPPeUh,,,,,-12.8671,-38.4807,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,9,"Qualidade dos produtos,Atualização de modelos,Sustentabilidade","Design,Trabalho artesanal,Exclusividade",Sim,4,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",Rede Sociais,4,5,1,2,3,3 a 6 vezes na semana,4,Eventos sociais (festas e celebrações),3ae7cb83-0c4f-48a5-b7bc-e6d9f5f1fdb8_0adc1c5cbd5af884,58,3,1
2024-06-24 14:38:27,2024-06-24 14:39:11,IP Address,201.26.106.99,100,44,True,2024-06-24 14:39:11,R_1XQxPbudOe9g8xz,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e464565e-b9e2-4186-8824-b0aa9a714689_0adc1c5cbd5af884,65,3,2
2024-06-24 14:38:42,2024-06-24 14:39:13,IP Address,177.189.65.184,100,31,True,2024-06-24 14:39:14,R_6kK8kx0U3Jy5A7T,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e51ab3f-fb56-4d22-afb7-a64d0c4c92c4_0adc1c5cbd5af884,67,3,2
2024-06-24 14:38:46,2024-06-24 14:39:18,IP Address,187.46.71.252,100,31,True,2024-06-24 14:39:18,R_1Nh0Nk6M2DPR7SV,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323e5320-3543-4fb7-a1d8-b589da8140a1_0adc1c5cbd5af884,61,3,3
2024-06-24 14:36:28,2024-06-24 14:39:19,IP Address,177.140.142.4,100,171,True,2024-06-24 14:39:20,R_3xGPdL92BSkwDpD,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456bc75-261d-4014-83d1-538bbd5cbed1_0adc1c5cbd5af884,70,3,1
2024-06-24 14:38:50,2024-06-24 14:39:38,IP Address,177.214.189.19,100,48,True,2024-06-24 14:39:38,R_50MIsinj7O6pGUh,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e7fbeac-431f-44dc-badc-bf3033f788d2_0adc1c5cbd5af884,59,3,1
2024-06-24 14:38:17,2024-06-24 14:39:40,IP Address,149.78.109.4,100,83,True,2024-06-24 14:39:41,R_3rO2VdsfZ9rKwFv,,,,,-23.4772,-46.6679,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2c2d62b-7530-4cec-9da0-1885d808a5d4_0adc1c5cbd5af884,58,5,2
2024-06-24 14:39:52,2024-06-24 14:40:20,IP Address,177.50.57.153,100,27,True,2024-06-24 14:40:21,R_1XjwnKLsrlzt2Oj,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bf6f3aa618845a6_0adc1c5cbd5af884_2d45f595b7a7dba2_cc7292b803f78816da26f2f44f9832b1,35,3,2
2024-06-24 14:38:41,2024-06-24 14:41:17,IP Address,177.95.190.48,100,155,True,2024-06-24 14:41:17,R_6pGmP6i739cqKWS,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos",Não,Loja física,Outros,"Elegante,Moderna,Versátil","Qualidade do produto,Atendimento ao cliente superior,Não tem uma loja física perto","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Outros",5,3,4,2,1,"Pede recomendações para conhecidos,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,,890bd181-6b87-4a0b-89ea-7faca8dece83_0adc1c5cbd5af884,53,3,1
2024-06-24 14:40:37,2024-06-24 14:41:20,IP Address,45.168.113.18,100,42,True,2024-06-24 14:41:20,R_7TpfkRIEwpLkZHh,,,,,-22.9072,-43.1883,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c592048-8490-4dfb-9362-75c500f69e97_0adc1c5cbd5af884,52,3,3
2024-06-24 14:42:14,2024-06-24 14:43:06,IP Address,187.74.183.85,100,52,True,2024-06-24 14:43:07,R_3D79Z4YYAVDe51a,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09fb240b-9361-4db9-bca4-f488a2c38c20_0adc1c5cbd5af884,29,3,3
2024-06-24 14:44:09,2024-06-24 14:45:02,IP Address,189.47.17.205,100,53,True,2024-06-24 14:45:02,R_7MJIzYyBu7puOLN,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6df956ff-3123-4e83-9b9b-8843463f9cd6_0adc1c5cbd5af884,42,3,2
2024-06-24 14:44:28,2024-06-24 14:45:26,IP Address,177.32.44.184,100,57,True,2024-06-24 14:45:26,R_5648vynYmFM86qd,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eadaeb0f-6a14-411c-9efc-8cbeb4217100_0adc1c5cbd5af884,68,3,3
2024-06-24 14:44:46,2024-06-24 14:45:28,IP Address,179.100.68.233,100,41,True,2024-06-24 14:45:28,R_5Qt1kq7BDlBfqjR,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de0010eb-852d-4b9a-872e-7a5db3fe0b4d_0adc1c5cbd5af884,63,3,3
2024-06-24 14:44:05,2024-06-24 14:45:36,IP Address,201.64.101.24,100,91,True,2024-06-24 14:45:37,R_7fpkEcILvjDq4Et,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41f5cc73-7413-4a61-8db9-5b7f2eaa1138_0adc1c5cbd5af884,33,3,4
2024-06-24 14:31:25,2024-06-24 14:45:43,IP Address,177.141.54.135,100,857,True,2024-06-24 14:45:43,R_30rcunREpOsZjH0,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Paula Torres,Outras",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,9,"Qualidade dos produtos,Conforto,Atualização de modelos","Conforto,Diversificação de modelos",Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Campanhas,,5,,,,3 a 6 vezes na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)",d05752a0-4427-44ba-8e9b-594efb28c01f_0adc1c5cbd5af884,68,3,3
2024-06-24 14:45:53,2024-06-24 14:46:14,IP Address,45.168.65.217,100,21,True,2024-06-24 14:46:14,R_36ZFrarBxIBTq5r,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0acb2f3-bfaa-4114-9ed4-206fb164173b_0adc1c5cbd5af884,24,3,3
2024-06-24 14:45:52,2024-06-24 14:46:51,IP Address,201.43.156.225,100,59,True,2024-06-24 14:46:52,R_5RFDBLkDRNUnsIh,,,,,-23.5335,-46.6359,anonymous,EN,Sim," A cada dois anos",Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b707416-a12d-43d5-9d45-ae858520cae7_0adc1c5cbd5af884,64,3,2
2024-06-24 14:46:04,2024-06-24 14:47:02,IP Address,177.66.155.66,100,57,True,2024-06-24 14:47:02,R_1eUKBTLiabasJMN,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc49a3ef-96c5-4830-909d-57799c25cec3_0adc1c5cbd5af884,56,3,5
2024-06-24 14:46:50,2024-06-24 14:47:22,IP Address,168.181.247.229,100,32,True,2024-06-24 14:47:22,R_6lHqmTgIc7XnP2N,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcb3d971-48e8-4e97-a9b7-b8b38f45b503_0adc1c5cbd5af884,51,3,3
2024-06-24 14:46:34,2024-06-24 14:47:27,IP Address,177.50.10.206,100,52,True,2024-06-24 14:47:27,R_17pTKOlighHjJN7,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2a4e7ac-ad8c-4bc9-b2e8-f77117f13ae5_0adc1c5cbd5af884,69,3,3
2024-06-24 14:47:15,2024-06-24 14:48:11,IP Address,191.193.146.158,100,56,True,2024-06-24 14:48:12,R_7QRhG1BcfFvix6a,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b9fe430-b8fb-43f8-947b-2596678f2c28_0adc1c5cbd5af884,39,3,3
2024-06-24 14:48:21,2024-06-24 14:49:17,IP Address,191.5.67.95,100,55,True,2024-06-24 14:49:17,R_7MoHfHOnZ02U0bv,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97233787-2615-4500-b93b-c6cbcd1ba289_0adc1c5cbd5af884,43,3,5
2024-06-24 14:45:28,2024-06-24 14:50:43,IP Address,179.165.27.244,100,315,True,2024-06-24 14:50:44,R_516v7lloijKitcS,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Outras",Não,Redes sociais,Rede Sociais,"Sustentável,Luxuosa,Exclusiva",Melhor relação custo-benefício,"Avaliações e opiniões positivas de outros clientes,Compromisso da marca com a sustentabilidade,Recomendações de amigos/familiares",5,4,1,2,3,Acessa o site da marca diretamente (qual marca?),,,,,,,,,,,,,,,,,,,55dbdc2e-2ac3-4e04-8e9d-450226e3f3a6_0adc1c5cbd5af884,49,3,3
2024-06-24 14:51:16,2024-06-24 14:52:01,IP Address,186.204.32.19,100,44,True,2024-06-24 14:52:01,R_7HwsG5YrSp3dRwN,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a857860d-ceb1-4c06-85bf-13dea8e64e72_0adc1c5cbd5af884,77,3,2
2024-06-24 14:48:50,2024-06-24 14:52:39,IP Address,177.6.177.43,100,229,True,2024-06-24 14:52:40,R_3MET70OAO6muFtM,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Não,Redes sociais,Rede Sociais,"Moderna,Desejável,Exclusiva","Mais opções de estilo e design,Qualidade do produto,Presença mais forte nas redes sociais","Promoções/descontos,Compromisso da marca com a sustentabilidade,Variedade de estilos e peças",4,5,2,3,1,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,25c23389f0c2053c_0adc1c5cbd5af884_c51b2798c5a966cb_f646b17adcfb6e8109da549d08572084,63,4,1
2024-06-24 14:51:58,2024-06-24 14:52:53,IP Address,189.46.242.6,100,55,True,2024-06-24 14:52:54,R_7dHctgkwCzVbAm0,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452e12cc-07ff-498e-8f1d-17cd1b1c4036_0adc1c5cbd5af884,57,3,1
2024-06-24 14:53:14,2024-06-24 14:53:53,IP Address,200.142.116.118,100,38,True,2024-06-24 14:53:53,R_6AZDE6BuwU2xD7H,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1600a9d-aa83-4acf-80e2-0a89fdde225c_0adc1c5cbd5af884,42,3,3
2024-06-24 14:53:54,2024-06-24 14:54:33,IP Address,201.17.63.39,100,38,True,2024-06-24 14:54:34,R_1JQojBDOp0lpP2Q,,,,,-22.9072,-43.1883,anonymous,EN,Não,Uma  vez por ano,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7947f5b0-f0c0-4fc5-af17-947b0f48b602_0adc1c5cbd5af884,59,3,3
2024-06-24 14:49:58,2024-06-24 14:54:45,IP Address,179.191.68.222,100,287,True,2024-06-24 14:54:46,R_6ezKTDkAZriht6N,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cad399b-d002-4295-a2c4-b35893a1af73_0adc1c5cbd5af884,23,3,3
2024-06-24 14:56:32,2024-06-24 14:57:48,IP Address,201.68.220.136,100,75,True,2024-06-24 14:57:48,R_3IRXWZHjMunxUMo,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53b2f8ed-d600-4b92-9a02-c439c7249945_0adc1c5cbd5af884,65,3,1
2024-06-24 14:57:13,2024-06-24 14:58:02,IP Address,45.226.126.101,100,48,True,2024-06-24 14:58:02,R_6nOx6OaeBjcNSlt,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Paula Torres",Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8924961d-6e1f-43be-843e-42fca1ccf358_0adc1c5cbd5af884,42,3,2
2024-06-24 14:52:55,2024-06-24 14:58:07,IP Address,187.37.121.100,100,311,True,2024-06-24 14:58:07,R_6gjk5E5UuEMnE4N,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Não,Redes sociais,Rede Sociais,"Elegante,Moderna,Versátil","Mais opções de estilo e design,Qualidade do produto","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",4,3,2,5,1,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,2ea076f7-bbc2-4964-9c9c-23f806c77e18_0adc1c5cbd5af884,41,3,1
2024-06-24 14:56:56,2024-06-24 14:58:08,IP Address,189.79.179.48,100,71,True,2024-06-24 14:58:08,R_66fJHOzf8YPgq96,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c835dca-2bca-4613-92e0-b4bf2296dfa1_0adc1c5cbd5af884,51,3,3
2024-06-24 14:56:52,2024-06-24 14:58:29,IP Address,138.0.244.225,100,97,True,2024-06-24 14:58:30,R_7v2PJGpacjmzXMH,,,,,-15.7783,-47.9319,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84116bae-3107-42dc-b83b-2f0b9c6c09a8_0adc1c5cbd5af884,26,5,3
2024-06-24 14:55:42,2024-06-24 14:58:50,IP Address,177.182.134.93,100,188,True,2024-06-24 14:58:51,R_3plYgPrehQdnDjK,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Campanhas,5,4,3,1,2,1 ou 2 vez(es) na semana,3,Eventos sociais (festas e celebrações),0828b451-2c21-42fa-b672-72575b126293_0adc1c5cbd5af884,57,3,3
2024-06-24 14:57:29,2024-06-24 14:59:32,IP Address,201.42.5.41,100,122,True,2024-06-24 14:59:32,R_5312qJgsNLtVTHy,,,,,-23.3128,-51.1596,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Paula Torres,Alexandre Birman",Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906262b-394f-4b6e-a8e4-a79ebf1c861a_0adc1c5cbd5af884,65,3,4
2024-06-24 14:58:46,2024-06-24 14:59:32,IP Address,189.62.7.95,100,46,True,2024-06-24 14:59:33,R_5PjcmNzM3yRUMOT,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aeb73643-8c64-489a-b9a2-3bd1f022bcb4_0adc1c5cbd5af884,63,3,3
2024-06-24 14:59:13,2024-06-24 15:00:07,IP Address,177.235.207.31,100,53,True,2024-06-24 15:00:08,R_1f8xvzseoAShtbg,,,,,-15.7783,-47.9319,anonymous,EN,Sim,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bd12fb3-9601-44a0-ada7-a93ad1281491_0adc1c5cbd5af884,69,5,3
2024-06-24 14:56:50,2024-06-24 15:00:11,IP Address,189.46.228.60,100,200,True,2024-06-24 15:00:11,R_5mgw2oQJ7wPxetG,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Paula Torres,Alexandre Birman",Não,Loja física,Recomendação,"Elegante,Moderna,Sustentável","Estratégias de marketing mais atraente,Qualidade do produto,Promoções e descontos mais frequentes","Promoções/descontos,Variedade de estilos e peças,Recomendações de amigos/familiares",5,4,3,1,2,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,cef8f302-0e08-42d3-8960-d18cf0e06bc5_0adc1c5cbd5af884,60,3,3
2024-06-24 15:00:18,2024-06-24 15:01:17,IP Address,200.53.192.61,100,58,True,2024-06-24 15:01:17,R_190jTvCzvV631BL,,,,,-23.4118,-46.4392,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87e9aa40-6910-4982-ba76-a8a78757f46b_0adc1c5cbd5af884,31,3,2
2024-06-24 15:00:02,2024-06-24 15:03:52,IP Address,170.85.21.114,100,229,True,2024-06-24 15:03:53,R_3qDtj0jUYJOCd4l,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b259bbba-300f-40bb-a10f-cf9f064b7b2b_0adc1c5cbd5af884,61,3,1
2024-06-24 15:03:28,2024-06-24 15:04:19,IP Address,45.239.220.143,100,51,True,2024-06-24 15:04:19,R_3hev2GLpvkwrgGZ,,,,,-22.9201,-43.0811,anonymous,EN,Não,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb10517c-c8e2-4e0c-9ae4-58784c06d1c0_0adc1c5cbd5af884,46,3,2
2024-06-24 14:31:31,2024-06-24 15:15:05,IP Address,177.24.63.227,100,2613,True,2024-06-24 15:15:05,R_5QSYRil5rFkp1pu,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d2cfb0f-8ead-46ee-9953-944dbeaab7a6_0adc1c5cbd5af884,31,3,3
2024-06-24 15:16:08,2024-06-24 15:16:45,IP Address,177.50.77.61,100,37,True,2024-06-24 15:16:46,R_2s1Gr8rwrOTKtqJ,,,,,-15.7792,-47.9341,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408c350e-6e89-4b7f-9767-0a5263789d30_0adc1c5cbd5af884,30,5,1
2024-06-24 15:16:41,2024-06-24 15:16:56,IP Address,165.1.247.56,100,15,True,2024-06-24 15:16:57,R_3kokEPGklPBbE9P,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8a2e05e-643c-4d70-a558-c07ae6a3f83f_0adc1c5cbd5af884,33,3,3
2024-06-24 15:16:48,2024-06-24 15:17:20,IP Address,179.179.49.100,100,32,True,2024-06-24 15:17:20,R_87wmccJakcq83rr,,,,,-15.7792,-47.9341,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aaf646daf82a669_0adc1c5cbd5af884_8143a4b2732a3fa4_22a40fea84e63cbd50b0c965d6349c09,31,5,4
2024-06-24 15:17:25,2024-06-24 15:17:56,IP Address,45.179.170.61,100,31,True,2024-06-24 15:17:56,R_8ro9dKD1ijQmiid,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b7b2830-7ce7-418f-ae73-1f0d14d6696d_0adc1c5cbd5af884,60,3,4
2024-06-24 15:17:10,2024-06-24 15:18:01,IP Address,186.205.90.93,100,51,True,2024-06-24 15:18:02,R_3VPwcHWnejmc5MW,,,,,-22.9072,-43.1883,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e83c85fa-5a9e-4798-b603-518129d2dbe8_0adc1c5cbd5af884,19,3,1
2024-06-24 15:19:00,2024-06-24 15:19:45,IP Address,179.214.12.232,100,44,True,2024-06-24 15:19:45,R_57TnVXc5be55nDw,,,,,-15.7783,-47.9319,anonymous,EN,Sim," A cada dois anos",Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b28f14dc-a597-4b6a-a2be-3783e5600dae_0adc1c5cbd5af884,40,5,2
2024-06-24 14:59:18,2024-06-24 15:21:08,IP Address,189.69.125.142,100,1310,True,2024-06-24 15:21:09,R_7synqekrqhKRuYb,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0e8ab31-e92d-43e0-8351-f112337ca07f_0adc1c5cbd5af884,65,3,2
2024-06-24 15:19:43,2024-06-24 15:21:20,IP Address,45.233.246.61,100,96,True,2024-06-24 15:21:20,R_5L87AMVs4R1NtJa,,,,,-7.9194,-37.175,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Inovação,Sustentabilidade,Outros","Design,Atualização de modelos,Sustentabilidade,Preço,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,3,5,4,2,1,3 a 6 vezes na semana,5,Eventos sociais (festas e celebrações),b3b57d85-5fdd-4d3a-a415-63e62635b957_0adc1c5cbd5af884,21,3,3
2024-06-24 15:20:58,2024-06-24 15:21:21,IP Address,179.214.115.156,100,23,True,2024-06-24 15:21:21,R_5HhLzW3VlXc4H1N,,,,,-15.7783,-47.9319,anonymous,EN,Sim," A cada dois anos",Loja Física,"Arezzo,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5beed40e-1d54-42cc-a040-cc6de6535cf9_0adc1c5cbd5af884,33,5,3
2024-06-24 15:19:46,2024-06-24 15:21:43,IP Address,191.177.194.238,100,116,True,2024-06-24 15:21:43,R_6CswQFKGXyeJFLt,,,,,-25.4202,-49.2762,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cff2514-8dfc-4a12-9617-cff08d5a7156_0adc1c5cbd5af884,59,4,1
2024-06-24 15:18:31,2024-06-24 15:22:20,IP Address,189.78.19.161,100,229,True,2024-06-24 15:22:20,R_1dgYPHlgGrelSFS,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade","Conforto,Atualização de modelos,Exclusividade",,,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Recomendação,1,2,5,3,4,3 a 6 vezes na semana,5,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)",ffb74f78-e92a-4c70-b47c-4a4ef09f7ad5_0adc1c5cbd5af884,29,3,1
2024-06-24 15:22:12,2024-06-24 15:22:55,IP Address,191.5.86.200,100,43,True,2024-06-24 15:22:56,R_1lsFUoFPSN2ypU5,,,,,-19.9029,-43.9572,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246341a7-d1c5-4af4-8377-b05974512c4e_0adc1c5cbd5af884,37,3,3
2024-06-24 15:22:28,2024-06-24 15:23:00,IP Address,189.6.26.54,100,31,True,2024-06-24 15:23:00,R_3E6BYm93iIklhbt,,,,,-15.7783,-47.9319,anonymous,EN,Sim," A cada dois anos",Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f975d88d-838e-48a8-99bd-e0f76b199dad_0adc1c5cbd5af884,21,5,2
