StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Idade,Região,Classe,Frequência,Lugar,Marcas,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q53,Q54,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-07-23 22:06:43,2024-07-23 22:17:45,IP Address,177.76.133.1,100,661,True,2024-07-23 22:17:46,R_51YEBkhvk8RbcZz,,,,,-23.8535,-46.2708,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design","Conforto,Preço,Diversificação de modelos",Sim,4,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,5,3,4,2,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 22:23:38,2024-07-23 22:28:49,IP Address,200.9.19.100,100,310,True,2024-07-23 22:28:50,R_1eHppM1gfZDFJeN,,,,,-16.561,-49.2063,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,4,4,Acessa o site da marca diretamente,Campanhas,5,4,3,2,1,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 22:25:20,2024-07-23 22:36:57,IP Address,138.121.245.82,100,697,True,2024-07-23 22:36:58,R_3wobQvw7M8IO6WS,,,,,-22.7419,-47.138,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Passive,8,"Design,Conforto,Atualização de modelos","Qualidade dos produtos,Preço",Sim,4,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Recomendação,5,2,4,3,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 22:43:54,2024-07-23 22:47:27,IP Address,177.40.28.162,100,213,True,2024-07-23 22:47:28,R_6111hFu6M2cW8yD,,,,,-30.0273,-51.2353,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,Design,Atualização de modelos,Sim,5,5,Busca tendências de moda em redes sociais,Rede Sociais,5,1,3,4,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 22:49:04,2024-07-23 22:53:24,IP Address,152.255.120.90,100,259,True,2024-07-23 22:53:24,R_1tbb7zV1NjzDTEd,,,,,-19.9029,-43.9572,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto,Trabalho artesanal,Inovação","Qualidade dos produtos,Preço",Sim,5,5,Acessa o site da marca diretamente,Campanhas,5,3,2,1,4,1 ou 2 vez(es) na semana,3,Eventos sociais (festas e celebrações)
2024-07-23 23:14:20,2024-07-23 23:19:27,IP Address,179.182.87.29,100,307,True,2024-07-23 23:19:28,R_54AiKjxD4x9Cggh,,,,,-23.3128,-51.1596,anonymous,EN,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,5,4,3,1,2,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-24 00:35:12,2024-07-24 00:41:37,IP Address,179.210.250.47,100,385,True,2024-07-24 00:41:38,R_7HhRQJHNyKeSise,,,,,-22.9072,-43.1883,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos,Inovação","Conforto,Preço",Sim,4,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 01:21:27,2024-07-24 01:25:44,IP Address,94.66.121.118,100,257,True,2024-07-24 01:25:45,R_80quoRSjZYBKjZq,,,,,36.4151,25.4289,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design","Conforto,Preço",Sim,4,4,Busca tendências de moda em redes sociais,Influenciadores,5,3,4,2,1,1 ou 2 vez(es) na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 02:12:56,2024-07-24 02:27:45,IP Address,201.87.129.122,100,889,True,2024-07-24 02:27:46,R_3MRS17o9la9cMYi,,,,,-23.6283,-46.6409,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Paula Torres,Luiza Barcellos,Outras",Loja física,,,"Design,Conforto,Trabalho artesanal","Qualidade dos produtos,Preço",Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Campanhas,1,2,3,4,5,7 vezes por semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 02:32:02,2024-07-24 02:39:49,IP Address,104.28.63.97,100,466,True,2024-07-24 02:39:49,R_6KGRtppK28N65NI,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 05:31:02,2024-07-24 05:36:22,IP Address,200.173.201.123,100,320,True,2024-07-24 05:36:23,R_5gZoGbUfUpIQVkx,,,,,-25.4202,-49.2762,anonymous,EN,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Tatiana Loureiro,Paula Torres,Outras",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Conforto,Sim,3,3,Busca tendências de moda em redes sociais,Rede Sociais,5,2,3,4,1,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 05:50:18,2024-07-24 05:53:00,IP Address,201.93.211.119,100,161,True,2024-07-24 05:53:01,R_6cJgNc9bu2Pwp0Z,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design","Preço,Diversificação de modelos",Sim,5,5,Busca tendências de moda em redes sociais,Rede Sociais,2,4,3,5,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-24 08:09:29,2024-07-24 08:15:01,IP Address,177.83.154.170,100,331,True,2024-07-24 08:15:01,R_78Tl1WMB4ZMGi9l,,,,,-22.7247,-47.6589,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Passive,8,Inovação,"Qualidade dos produtos,Preço",Sim,4,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,4,3,2,5,1,1 ou 2 vez(es) na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 08:23:48,2024-07-24 08:28:22,IP Address,189.46.3.164,100,274,True,2024-07-24 08:28:23,R_5McefID0thSposG,,,,,-22.9035,-47.0565,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Preço,Sim,5,5,Acessa o site da marca diretamente,Influenciadores,4,5,3,1,2,3 a 6 vezes na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-24 08:38:37,2024-07-24 08:42:23,IP Address,179.217.101.97,100,226,True,2024-07-24 08:42:23,R_5duQ7JYA9xC7P8D,,,,,-15.597,-56.0958,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Colaborações com outras marcas,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal","Preço,Diversificação de modelos",Sim,4,3,Acessa o site da marca diretamente,Campanhas,5,4,3,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 09:17:55,2024-07-24 09:22:08,IP Address,189.96.226.121,100,253,True,2024-07-24 09:22:09,R_7C2eTwQKsqrbMqf,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Trabalho artesanal,Inovação","Conforto,Preço",Sim,4,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Influenciadores,2,4,3,5,1,1 ou 2 vez(es) por mês,3,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)"
2024-07-24 11:28:19,2024-07-24 11:36:27,IP Address,191.19.131.183,100,488,True,2024-07-24 11:36:28,R_8zqeO6M84wOieUl,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Tatiana Loureiro,Paula Torres,Alexandre Birman",Colaborações com outras marcas,Promoter,10,"Qualidade dos produtos,Design,Conforto,Inovação","Trabalho artesanal,Inovação",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Campanhas,4,5,2,3,1,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 12:01:57,2024-07-24 12:07:30,IP Address,67.159.245.22,100,332,True,2024-07-24 12:07:30,R_3PTo6JxbexBBuBg,,,,,-23.6283,-46.6409,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal","Conforto,Preço",Sim,5,5,"Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",Rede Sociais,5,4,3,2,1,1 ou 2 vez(es) por mês,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 12:10:47,2024-07-24 12:16:46,IP Address,179.220.125.173,100,358,True,2024-07-24 12:16:47,R_5SuZWnpJDuVOkYl,,,,,-22.7247,-47.6589,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto",Outros,Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Recomendação,5,4,2,1,3,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 14:20:39,2024-07-24 14:27:19,IP Address,131.100.133.178,100,399,True,2024-07-24 14:27:19,R_35t6n2nzaaL5ytt,,,,,-21.1746,-47.7996,anonymous,EN,35 a 44 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto","Inovação,Diversificação de modelos",Sim,4,4,Acessa o site da marca diretamente,Rede Sociais,5,4,1,3,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 14:39:57,2024-07-24 14:43:22,IP Address,187.57.131.74,100,205,True,2024-07-24 14:43:22,R_5DngXkyiteIGSBP,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto",Inovação,Não,,3,Acessa o site da marca diretamente,Campanhas,1,2,3,4,5,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 12:03:17,2024-07-24 15:30:51,IP Address,191.26.147.7,100,12453,True,2024-07-24 15:30:51,R_2F2h3KPrHJPi2BT,,,,,-22.2712,-49.1357,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Design,Atualização de modelos","Qualidade dos produtos,Conforto",Sim,4,4,Acessa o site da marca diretamente,Campanhas,4,3,2,5,1,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 17:30:52,2024-07-24 17:36:25,IP Address,179.193.73.166,100,332,True,2024-07-24 17:36:26,R_3egnkzYRtL69gyP,,,,,-23.0889,-47.2127,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal","Diversificação de modelos,Exclusividade",Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Outros",Outros,4,3,2,5,1,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 19:36:53,2024-07-24 19:55:24,IP Address,191.17.142.245,100,1110,True,2024-07-24 19:55:25,R_6aUYXIt9yXzCS06,,,,,-23.0086,-46.8411,anonymous,EN,55 a 64 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",Campanhas,5,3,4,1,2,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-24 21:12:37,2024-07-24 21:17:14,IP Address,187.62.91.143,100,277,True,2024-07-24 21:17:15,R_1Mnb3jURFAgJMqm,,,,,-8.4438,-35.0619,anonymous,EN,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Design,Inovação","Conforto,Preço",Sim,5,5,Busca tendências de moda em redes sociais,Influenciadores,3,4,2,5,1,1 ou 2 vez(es) na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-24 21:31:27,2024-07-24 21:42:16,IP Address,177.21.54.254,100,648,True,2024-07-24 21:42:16,R_5XbuqIEgFI80NYj,,,,,-21.1259,-48.9641,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,Qualidade dos produtos,Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,4,2,3,1,5,1 ou 2 vez(es) por mês,5,Eventos sociais (festas e celebrações)
2024-07-25 02:37:52,2024-07-25 02:42:50,IP Address,104.28.63.100,100,298,True,2024-07-25 02:42:51,R_3gUOCSDuimIYRy8,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Outro,Promoter,9,"Design,Conforto,Atualização de modelos,Inovação","Qualidade dos produtos,Atualização de modelos,Preço,Diversificação de modelos,Exclusividade",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,5,2,3,4,1,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-25 09:41:04,2024-07-25 09:47:03,IP Address,177.57.144.163,100,358,True,2024-07-25 09:47:04,R_6Le97rUvDKQe4Vu,,,,,-30.0273,-51.2353,anonymous,EN,35 a 44 anos,Sul,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Atualização de modelos",Preço,Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,4,2,5,3,1,7 vezes por semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-25 09:50:59,2024-07-25 10:03:14,IP Address,200.233.247.65,100,734,True,2024-07-25 10:03:14,R_3fBslmVrrp4RZdM,,,,,-26.993,-48.6137,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Assiste vídeos de reviews",Influenciadores,5,3,4,1,2,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-25 10:06:07,2024-07-25 10:19:46,IP Address,189.109.60.110,100,819,True,2024-07-25 10:19:47,R_5eQQ0UDDbxqUQrQ,,,,,-23.6283,-46.6409,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos",Preço,Sim,5,5,Acessa o site da marca diretamente,Rede Sociais,3,5,2,4,1,7 vezes por semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-25 19:03:46,2024-07-25 19:09:57,IP Address,201.52.65.231,100,370,True,2024-07-25 19:09:57,R_7ESVeuU1e7o5mOu,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Trabalho artesanal","Conforto,Atualização de modelos,Diversificação de modelos",Sim,3,5,Acessa o site da marca diretamente,Rede Sociais,4,3,2,5,1,1 ou 2 vez(es) por mês,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-25 23:48:56,2024-07-25 23:53:20,IP Address,177.184.144.71,100,263,True,2024-07-25 23:53:21,R_32QB4bauGsr6gdR,,,,,-28.7203,-49.3871,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto","Atualização de modelos,Diversificação de modelos",Não,,5,Acessa o site da marca diretamente,Campanhas,5,4,1,2,3,3 a 6 vezes na semana,4,Eventos sociais (festas e celebrações)
2024-07-26 23:24:03,2024-07-26 23:30:57,IP Address,191.52.250.15,100,414,True,2024-07-26 23:30:58,R_6mPkUmw9KEqDQbV,,,,,-10.9738,-37.1129,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Outro,Passive,8,"Design,Inovação",Preço,Sim,5,4,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Recomendação,2,1,4,3,5,1 ou 2 vez(es) por mês,4,Eventos sociais (festas e celebrações)
2024-07-27 21:24:13,2024-07-27 21:34:07,IP Address,177.47.160.4,100,593,True,2024-07-27 21:34:07,R_51gqH0RyLANpiJX,,,,,-22.2537,-46.3764,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto,Inovação","Atualização de modelos,Preço",Sim,5,2,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,4,5,2,3,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-28 10:13:25,2024-07-28 10:17:06,IP Address,138.121.60.133,100,221,True,2024-07-28 10:17:07,R_1Hj2t2Er1LL3wKR,,,,,-22.4066,-47.6157,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto","Atualização de modelos,Preço,Diversificação de modelos",Sim,3,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,5,3,4,1,2,1 ou 2 vez(es) na semana,2,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)"
2024-07-28 23:43:38,2024-07-29 00:03:26,IP Address,191.17.173.53,100,1187,True,2024-07-29 00:03:26,R_5DNvP7P0fcShGUt,,,,,-22.9035,-47.0565,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Online,"Arezzo,Paula Torres,Luiza Barcellos,Outras",Redes sociais,Promoter,9,"Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Conforto,Sim,3,3,Procura pelo produto específico na internet,Rede Sociais,5,4,1,2,3,1 ou 2 vez(es) na semana,3,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)"
2024-07-29 13:03:17,2024-07-29 13:07:42,IP Address,191.57.29.155,100,265,True,2024-07-29 13:07:43,R_6H1TVOSJewo0vVU,,,,,-22.9201,-43.0811,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design",Preço,Sim,1,1,Procura pelo produto específico na internet,Influenciadores,2,5,4,3,1,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-29 15:54:07,2024-07-29 15:59:20,IP Address,191.247.29.152,100,313,True,2024-07-29 15:59:21,R_5LjqzkqveJwgekq,,,,,-3.7138,-38.5285,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Atualização de modelos","Conforto,Preço",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,3,5,1,2,4,1 ou 2 vez(es) na semana,3,Eventos sociais (festas e celebrações)
2024-07-29 18:16:30,2024-07-29 18:33:45,IP Address,104.28.47.186,100,1034,True,2024-07-29 18:33:45,R_3QctaWngLupxoVT,,,,,-19.9221,-43.9347,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Passive,8,"Design,Trabalho artesanal,Atualização de modelos","Qualidade dos produtos,Conforto,Preço",Sim,1,5,Acessa o site da marca diretamente,Rede Sociais,5,3,4,1,2,3 a 6 vezes na semana,3,Eventos sociais (festas e celebrações)
2024-07-29 19:59:50,2024-07-29 20:00:09,IP Address,189.58.183.183,100,19,True,2024-07-29 20:00:10,R_3j1VMHLGFgvDQNT,,,,,-29.9228,-51.1744,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe D: Renda familiar entre R$ 1.255 e R$ 2.004 por mês.,,,,,,,,,,,,,,,,,,,,,
